Card Name,Set Name,Set Code,Card Number,Quantity
Thinking Cap,Unknown,MKM,257,2
Branch of Vitu-Ghazi,Unknown,MKM,258,1
Commercial District,Unknown,MKM,259,1
Neighborhood Guardian,Unknown,MKM,26,2
Escape Tunnel,Unknown,MKM,261,1
Hedge Maze,Unknown,MKM,262,1
Lush Portico,Unknown,MKM,263,1
Meticulous Archive,Unknown,MKM,264,1
Raucous Theater,Unknown,MKM,266,1
Scene of the Crime,Unknown,MKM,267,1
Shadowy Backstreet,Unknown,MKM,268,1
No Witnesses,Unknown,MKM,27,1
Undercity Sewers,Unknown,MKM,270,1
Underground Mortuary,Unknown,MKM,271,1
Plains,Unknown,MKM,277,1
Plains,Unknown,MKM,278,1
Island,Unknown,MKM,279,1
Not on My Watch,Unknown,MKM,28,1
Island,Unknown,MKM,280,1
Swamp,Unknown,MKM,281,1
Swamp,Unknown,MKM,282,1
Mountain,Unknown,MKM,283,1
Mountain,Unknown,MKM,284,1
Forest,Unknown,MKM,285,1
Forest,Unknown,MKM,286,1
Novice Inspector,Unknown,MKM,29,4
Assemble the Players,Unknown,MKM,3,1
On the Job,Unknown,MKM,30,2
Perimeter Enforcer,Unknown,MKM,31,2
Seasoned Consultant,Unknown,MKM,33,2
Unyielding Gatekeeper,Unknown,MKM,35,1
Wojek Investigator,Unknown,MKM,36,1
Wrench,Unknown,MKM,37,1
Agency Outfitter,Unknown,MKM,38,2
Behind the Mask,Unknown,MKM,39,2
Benthic Criminologists,Unknown,MKM,40,4
Bubble Smuggler,Unknown,MKM,41,1
"Melek, Reforged Researcher",Unknown,MKM,430,1
Case of the Filched Falcon,Unknown,MKM,44,2
Cold Case Cracker,Unknown,MKM,46,2
Crimestopper Sprite,Unknown,MKM,49,1
Auspicious Arrival,Unknown,MKM,5,2
Deduce,Unknown,MKM,52,2
Dramatic Accusation,Unknown,MKM,53,2
Eliminate the Impossible,Unknown,MKM,54,1
Forensic Gadgeteer,Unknown,MKM,57,1
Furtive Courier,Unknown,MKM,59,3
Hotshot Investigators,Unknown,MKM,60,2
Jaded Analyst,Unknown,MKM,62,3
Proft's Eidetic Memory,Unknown,MKM,67,1
Projektor Inspector,Unknown,MKM,68,2
Reasonable Doubt,Unknown,MKM,69,1
Case File Auditor,Unknown,MKM,7,1
Steamcore Scholar,Unknown,MKM,71,2
Unauthorized Exit,Unknown,MKM,74,2
Case of the Gorgon's Kiss,Unknown,MKM,79,1
Case of the Gateway Express,Unknown,MKM,8,4
Cerebral Confiscation,Unknown,MKM,81,2
Deadly Cover-Up,Unknown,MKM,83,1
Festerleech,Unknown,MKM,85,1
Homicide Investigator,Unknown,MKM,86,1
Hunted Bonebrute,Unknown,MKM,87,1
Lead Pipe,Unknown,MKM,90,1
Leering Onlooker,Unknown,MKM,91,1
Long Goodbye,Unknown,MKM,92,1
Macabre Reconstruction,Unknown,MKM,93,1
"Massacre Girl, Known Killer",Unknown,MKM,94,1
Murder,Unknown,MKM,95,2
Outrageous Robbery,Unknown,MKM,97,1
Cut Short,Unknown,MOM,10,2
Etched Familiar,Unknown,MOM,101,3
Failed Conversion,Unknown,MOM,103,1
Final Flourish,Unknown,MOM,104,3
Grafted Butcher,Unknown,MOM,109,2
Dusk Legion Duelist,Unknown,MOM,11,1
Ichor Drinker,Unknown,MOM,111,2
Invasion of Innistrad // Deluge of the Dead,Unknown,MOM,115,1
Nezumi Informant,Unknown,MOM,120,1
Phyrexian Gargantua,Unknown,MOM,121,2
Pile On,Unknown,MOM,122,1
Traumatic Revelation,Unknown,MOM,127,1
Unseal the Necropolis,Unknown,MOM,128,2
Vanquish the Weak,Unknown,MOM,129,3
Elspeth's Smite,Unknown,MOM,13,2
Burning Sun's Fury,Unknown,MOM,133,1
Fearless Skald,Unknown,MOM,138,1
Enduring Bondwarden,Unknown,MOM,14,2
Hangar Scrounger,Unknown,MOM,142,1
Golden-Scale Aeronaut,Unknown,MOM,15,1
Mirran Banesplitter,Unknown,MOM,154,4
Ral's Reinforcements,Unknown,MOM,158,3
Rampaging Raptor,Unknown,MOM,160,1
Searing Barb,Unknown,MOM,163,1
Shivan Branch-Burner,Unknown,MOM,165,2
Urabrask // The Great Work,Unknown,MOM,169,1
Volcanic Spite,Unknown,MOM,170,3
Bonded Herdbeast // Plated Kilnbeast,Unknown,MOM,178,1
Infected Defector,Unknown,MOM,18,3
Cosmic Hunger,Unknown,MOM,182,3
Fertilid's Favor,Unknown,MOM,186,2
Iridescent Blademaster,Unknown,MOM,195,1
Kami of Whispered Hopes,Unknown,MOM,196,2
Overgrown Pest,Unknown,MOM,197,1
"Ozolith, the Shattered Spire",Unknown,MOM,198,1
Placid Rottentail,Unknown,MOM,199,1
Ravenous Sailback,Unknown,MOM,202,2
Storm the Seedcore,Unknown,MOM,206,2
Invasion of Dominaria // Serra Faithkeeper,Unknown,MOM,21,1
Tribute to the World Tree,Unknown,MOM,211,1
Wary Thespian,Unknown,MOM,215,3
Baral and Kari Zev,Unknown,MOM,218,1
Botanical Brawler,Unknown,MOM,220,2
Hidetsugu and Kairi,Unknown,MOM,228,1
Invasion of Alara // Awaken the Maelstrom,Unknown,MOM,230,1
Invasion of Ergamon // Truga Cliffcharger,Unknown,MOM,233,2
Invasion of Kylem // Valor's Reach Tag Team,Unknown,MOM,235,1
Invasion of Xerex // Vertex Paladin,Unknown,MOM,242,2
Joyful Stormsculptor,Unknown,MOM,243,1
Kogla and Yidaro,Unknown,MOM,244,1
Knight of the New Coalition,Unknown,MOM,25,1
Rankle and Torbran,Unknown,MOM,252,1
Sculpted Perfection,Unknown,MOM,253,2
Stormclaw Rager,Unknown,MOM,254,2
Zimone and Dina,Unknown,MOM,257,1
Flywheel Racer,Unknown,MOM,259,2
Knight-Errant of Eos,Unknown,MOM,26,4
Bloodfell Caves,Unknown,MOM,267,4
Blossoming Sands,Unknown,MOM,268,4
Dismal Backwater,Unknown,MOM,269,4
Kor Halberd,Unknown,MOM,27,1
Jungle Hollow,Unknown,MOM,270,4
Rugged Highlands,Unknown,MOM,271,4
Swiftwater Cliffs,Unknown,MOM,273,4
Thornwood Falls,Unknown,MOM,274,4
Tranquil Cove,Unknown,MOM,275,4
Wind-Scarred Crag,Unknown,MOM,276,4
Plains,Unknown,MOM,277,1
Island,Unknown,MOM,278,1
Swamp,Unknown,MOM,279,1
Mountain,Unknown,MOM,280,1
Forest,Unknown,MOM,281,1
Norn's Inquisitor,Unknown,MOM,29,2
Alabaster Host Intercessor,Unknown,MOM,3,3
Phyrexian Awakening,Unknown,MOM,30,2
Progenitor Exarch,Unknown,MOM,32,1
Essence of Orthodoxy,Unknown,MOM,323,1
Seedpod Caretaker,Unknown,MOM,325,2
Terror of Towashi,Unknown,MOM,331,1
Fairgrounds Trumpeter,Unknown,MOM,335,3
Ruins Recluse,Unknown,MOM,336,2
Surrak and Goreclaw,Unknown,MOM,337,1
Seal from Existence,Unknown,MOM,35,2
Angelic Intervention,Unknown,MOM,5,1
Chrome Host Seedshark,Unknown,MOM,51,1
Eyes of Gitaxias,Unknown,MOM,57,3
Furtive Analyst,Unknown,MOM,59,1
Halo-Charged Skaab,Unknown,MOM,60,3
Meeting of Minds,Unknown,MOM,66,3
Oculus Whelp,Unknown,MOM,69,1
Order of the Mirror // Order of the Alabaster Host,Unknown,MOM,72,1
Transcendent Message,Unknown,MOM,83,1
Xerex Strobe-Knight,Unknown,MOM,85,1
Zephyr Singer,Unknown,MOM,86,1
Bloated Processor,Unknown,MOM,93,1
Breach the Multiverse,Unknown,MOM,94,1
Collective Nightmare,Unknown,MOM,95,1
Corrupted Conviction,Unknown,MOM,98,2
Deadly Derision,Unknown,MOM,99,3
"Grimgrin, Corpse-Born",Unknown,MUL,106,1
"Radha, Coalition Warlord",Unknown,MUL,120,1
"Reyav, Master Smith",Unknown,MUL,122,1
"Rona, Sheoldred's Faithful",Unknown,MUL,123,2
"Daxos, Blessed by the Sun",Unknown,MUL,67,1
"Kenrith, the Returned King",Unknown,MUL,69,1
"Tetsuko Umezawa, Fugitive",Unknown,MUL,77,1
"Arixmethes, Slumbering Isle",Unknown,MUL,97,1
"A-Radha, Coalition Warlord",Unknown,MUL,A-120,1
Kumano Faces Kakkazan // Etching of Kumano,Unknown,NEO,152,4
Thundering Raiju,Unknown,NEO,166,1
Brute Suit,Unknown,NEO,241,2
Blossoming Sands,Unknown,NEO,265,2
Rugged Highlands,Unknown,NEO,273,4
Scoured Barrens,Unknown,NEO,274,4
"Sokenzan, Crucible of Defiance",Unknown,NEO,276,1
Swiftwater Cliffs,Unknown,NEO,277,2
Tranquil Cove,Unknown,NEO,280,4
Plains,Unknown,NEO,283,1
Island,Unknown,NEO,285,1
Mountain,Unknown,NEO,289,1
Forest,Unknown,NEO,291,1
Seven-Tail Mentor,Unknown,NEO,36,3
"Spider-Rex, Daring Dino",Unknown,OM1,100,1
Guy in the Chair,Unknown,OM1,104,1
Scout the City,Unknown,OM1,114,1
Damage Control Crew,Unknown,OM1,115,1
Terrific Team-Up,Unknown,OM1,119,1
"Scarlet Spider, Ben Reilly",Unknown,OM1,126,1
Origin of Spider-Man,Unknown,OM1,14,1
Spider Manifestation,Unknown,OM1,144,1
Skyward Spider,Unknown,OM1,159,1
Daily Bugle Reporters,Unknown,OM1,16,1
Mechanical Mobster,Unknown,OM1,163,1
Eerie Gravestone,Unknown,OM1,164,1
Web-Shooters,Unknown,OM1,2,1
Aunt May,Unknown,OM1,24,1
Amazing Acrobatics,Unknown,OM1,29,1
"Doc Ock, Sinister Scientist",Unknown,OM1,38,1
Secret Identity,Unknown,OM1,42,1
Unstable Experiment,Unknown,OM1,45,1
Venom's Hunger,Unknown,OM1,54,1
Selfless Police Captain,Unknown,OM1,8,1
Angry Rabble,Unknown,OM1,81,1
"Molten Man, Inferno Incarnate",Unknown,OM1,82,1
Shadow of the Goblin,Unknown,OM1,90,1
Offer Immortality,Unknown,ONE,102,1
Phyrexian Arena,Unknown,ONE,104,1
Ravenous Necrotitan,Unknown,ONE,106,2
Scheming Aspirant,Unknown,ONE,107,2
Stinging Hivemaster,Unknown,ONE,110,1
Testament Bearer,Unknown,ONE,111,3
"Vraan, Executioner Thane",Unknown,ONE,114,1
Flensing Raptor,Unknown,ONE,12,1
Barbed Batterfist,Unknown,ONE,121,3
Bladegraft Aspirant,Unknown,ONE,122,3
Blazing Crescendo,Unknown,ONE,123,2
Cacophony Scamp,Unknown,ONE,124,4
Dragonwing Glider,Unknown,ONE,128,1
Furnace Strider,Unknown,ONE,133,2
Gleeful Demolition,Unknown,ONE,134,4
Hexgold Halberd,Unknown,ONE,136,2
Hexgold Slash,Unknown,ONE,137,1
Hexgold Hoverwings,Unknown,ONE,14,2
Molten Rebuke,Unknown,ONE,141,1
Rebel Salvo,Unknown,ONE,144,2
"Solphim, Mayhem Dominus",Unknown,ONE,150,1
Urabrask's Forge,Unknown,ONE,153,1
Vulshok Splitter,Unknown,ONE,156,3
Adaptive Sporesinger,Unknown,ONE,157,1
Branchblight Stalker,Unknown,ONE,160,1
Conduit of Worlds,Unknown,ONE,163,1
Evolved Spinoderm,Unknown,ONE,166,1
Evolving Adaptive,Unknown,ONE,167,3
Ichorspit Basilisk,Unknown,ONE,170,1
Lattice-Blade Mantis,Unknown,ONE,173,1
Oil-Gorger Troll,Unknown,ONE,177,1
Plague Nurse,Unknown,ONE,179,1
Rustvine Cultivator,Unknown,ONE,181,1
Sylvok Battle-Chair,Unknown,ONE,184,1
"Kemba, Kha Enduring",Unknown,ONE,19,1
Venerated Rotpriest,Unknown,ONE,192,1
Viral Spawning,Unknown,ONE,194,2
Bladehold War-Whip,Unknown,ONE,197,2
Cephalopod Sentry,Unknown,ONE,198,1
Charforger,Unknown,ONE,199,2
"Ezuri, Stalker of Spheres",Unknown,ONE,201,1
Glissa Sunslayer,Unknown,ONE,202,1
"Jor Kadeen, First Goldwarden",Unknown,ONE,203,1
"Kethek, Crucible Goliath",Unknown,ONE,206,1
"Melira, the Living Cure",Unknown,ONE,209,1
Mandible Justiciar,Unknown,ONE,21,2
"Migloz, Maze Crusher",Unknown,ONE,210,1
Slaughter Singer,Unknown,ONE,216,1
"Tyvar, Jubilant Brawler",Unknown,ONE,218,1
Dross Skullbomb,Unknown,ONE,225,1
Maze Skullbomb,Unknown,ONE,231,1
Myr Custodian,Unknown,ONE,235,1
Phyrexian Atlas,Unknown,ONE,237,1
Prophetic Prism,Unknown,ONE,238,2
Ribskiff,Unknown,ONE,240,1
Tablet of Compleation,Unknown,ONE,245,1
The Autonomous Furnace,Unknown,ONE,247,1
Blackcleave Cliffs,Unknown,ONE,248,2
Copperline Gorge,Unknown,ONE,249,1
Darkslick Shores,Unknown,ONE,250,1
The Hunter Maze,Unknown,ONE,253,1
Razorverge Thicket,Unknown,ONE,257,1
Ossification,Unknown,ONE,26,2
Terramorphic Expanse,Unknown,ONE,261,1
Plains,Unknown,ONE,272,1
Island,Unknown,ONE,273,1
Swamp,Unknown,ONE,274,1
Mountain,Unknown,ONE,275,1
Forest,Unknown,ONE,276,1
Planar Disruption,Unknown,ONE,28,3
Apostle of Invasion,Unknown,ONE,3,2
Zealot's Conviction,Unknown,ONE,39,1
Basilica Shepherd,Unknown,ONE,4,1
"Rhuk, Hexgold Nabber",Unknown,ONE,407,1
Experimental Augury,Unknown,ONE,49,1
Ichor Synthesizer,Unknown,ONE,55,2
Meldweb Curator,Unknown,ONE,59,2
Charge of the Mites,Unknown,ONE,6,1
Mercurial Spelldancer,Unknown,ONE,61,1
Reject Imperfection,Unknown,ONE,67,1
Tamiyo's Logbook,Unknown,ONE,70,1
Trawler Drake,Unknown,ONE,74,2
Annihilating Glare,Unknown,ONE,80,1
Archfiend of the Dross,Unknown,ONE,82,1
Bilious Skulldweller,Unknown,ONE,83,1
Black Sun's Twilight,Unknown,ONE,84,1
Cutthroat Centurion,Unknown,ONE,89,1
Gulping Scraptrap,Unknown,ONE,96,2
Infectious Inquiry,Unknown,ONE,97,1
Eriette's Lullaby,Unknown,OTJ,10,2
Rattleback Apothecary,Unknown,OTJ,100,1
Raven of Fell Omens,Unknown,OTJ,101,4
Rictus Robber,Unknown,OTJ,102,1
Rooftop Assassin,Unknown,OTJ,103,1
Servant of the Stinger,Unknown,OTJ,105,1
Shoot the Sheriff,Unknown,OTJ,106,2
Skulduggery,Unknown,OTJ,107,4
"Tinybones, the Pickpocket",Unknown,OTJ,109,1
Unfortunate Accident,Unknown,OTJ,111,2
Unscrupulous Contractor,Unknown,OTJ,112,1
"Vadmir, New Blood",Unknown,OTJ,113,1
Vault Plunderer,Unknown,OTJ,114,2
Brimstone Roundup,Unknown,OTJ,115,1
Cunning Coyote,Unknown,OTJ,118,1
Deadeye Duelist,Unknown,OTJ,119,3
"Fortune, Loyal Steed",Unknown,OTJ,12,1
Demonic Ruckus,Unknown,OTJ,120,4
Discerning Peddler,Unknown,OTJ,121,3
Explosive Derailment,Unknown,OTJ,122,4
Ferocification,Unknown,OTJ,123,1
Gila Courser,Unknown,OTJ,124,3
Great Train Heist,Unknown,OTJ,125,2
Hell to Pay,Unknown,OTJ,126,1
Hellspur Brute,Unknown,OTJ,127,1
Hellspur Posse Boss,Unknown,OTJ,128,1
Highway Robbery,Unknown,OTJ,129,4
Frontier Seeker,Unknown,OTJ,13,1
Irascible Wolverine,Unknown,OTJ,130,4
Iron-Fist Pulverizer,Unknown,OTJ,131,4
Longhorn Sharpshooter,Unknown,OTJ,132,2
"Magda, the Hoardmaster",Unknown,OTJ,133,1
Magebane Lizard,Unknown,OTJ,134,1
Mine Raider,Unknown,OTJ,135,3
Outlaws' Fury,Unknown,OTJ,136,3
Prickly Pair,Unknown,OTJ,137,2
Quick Draw,Unknown,OTJ,138,2
Quilled Charger,Unknown,OTJ,139,4
Getaway Glamer,Unknown,OTJ,14,3
Reckless Lackey,Unknown,OTJ,140,4
Resilient Roadrunner,Unknown,OTJ,141,3
Return the Favor,Unknown,OTJ,142,3
Rodeo Pyromancers,Unknown,OTJ,143,4
Scalestorm Summoner,Unknown,OTJ,144,2
Scorching Shot,Unknown,OTJ,145,1
Slickshot Show-Off,Unknown,OTJ,146,4
Take for a Ride,Unknown,OTJ,148,1
Thunder Salvo,Unknown,OTJ,150,4
Trick Shot,Unknown,OTJ,151,4
Aloe Alchemist,Unknown,OTJ,152,2
Ankle Biter,Unknown,OTJ,153,2
Beastbond Outcaster,Unknown,OTJ,154,1
Bristlepack Sentry,Unknown,OTJ,156,4
"Bristly Bill, Spine Sower",Unknown,OTJ,157,1
Cactarantula,Unknown,OTJ,158,2
Colossal Rattlewurm,Unknown,OTJ,159,1
Holy Cow,Unknown,OTJ,16,3
Dance of the Tumbleweeds,Unknown,OTJ,160,2
Drover Grizzly,Unknown,OTJ,161,4
Freestrider Commando,Unknown,OTJ,162,2
Full Steam Ahead,Unknown,OTJ,164,2
Giant Beaver,Unknown,OTJ,165,2
Gold Rush,Unknown,OTJ,166,1
Goldvein Hydra,Unknown,OTJ,167,1
Hardbristle Bandit,Unknown,OTJ,168,4
Intrepid Stablemaster,Unknown,OTJ,169,2
Inventive Wingsmith,Unknown,OTJ,17,4
Map the Frontier,Unknown,OTJ,170,2
Ornery Tumblewagg,Unknown,OTJ,171,1
Outcaster Greenblade,Unknown,OTJ,172,4
Outcaster Trailblazer,Unknown,OTJ,173,1
Patient Naturalist,Unknown,OTJ,174,2
Railway Brawler,Unknown,OTJ,175,1
Rambling Possum,Unknown,OTJ,176,2
Reach for the Sky,Unknown,OTJ,178,2
Rise of the Varmints,Unknown,OTJ,179,4
Lassoed by the Law,Unknown,OTJ,18,1
Smuggler's Surprise,Unknown,OTJ,180,3
Snakeskin Veil,Unknown,OTJ,181,3
Spinewoods Paladin,Unknown,OTJ,183,2
Stubborn Burrowfiend,Unknown,OTJ,184,3
Throw from the Saddle,Unknown,OTJ,185,4
Trash the Town,Unknown,OTJ,186,1
Tumbleweed Rising,Unknown,OTJ,187,4
Voracious Varmint,Unknown,OTJ,188,3
Mystical Tether,Unknown,OTJ,19,2
"Annie Flash, the Veteran",Unknown,OTJ,190,1
Annie Joins Up,Unknown,OTJ,191,2
Assimilation Aegis,Unknown,OTJ,192,2
At Knifepoint,Unknown,OTJ,193,3
Baron Bertram Graywater,Unknown,OTJ,195,1
"Bonny Pall, Clearcutter",Unknown,OTJ,196,1
"Breeches, the Blastmaker",Unknown,OTJ,197,2
"Bruse Tarl, Roving Rancher",Unknown,OTJ,198,1
Cactusfolk Sureshot,Unknown,OTJ,199,3
Archangel of Tithes,Unknown,OTJ,2,1
Nurturing Pixie,Unknown,OTJ,20,4
Congregation Gryff,Unknown,OTJ,200,2
"Doc Aurlock, Grizzled Genius",Unknown,OTJ,201,1
"Eriette, the Beguiler",Unknown,OTJ,202,3
"Ertha Jo, Frontier Mentor",Unknown,OTJ,203,1
Honest Rutstein,Unknown,OTJ,207,2
"Jem Lightfoote, Sky Explorer",Unknown,OTJ,209,4
Omenport Vigilante,Unknown,OTJ,21,2
"Jolene, Plundering Pugilist",Unknown,OTJ,210,3
"Kraum, Violent Cacophony",Unknown,OTJ,214,2
Laughing Jasper Flint,Unknown,OTJ,215,2
"Lilah, Undefeated Slickshot",Unknown,OTJ,217,1
"Malcolm, the Eyes",Unknown,OTJ,219,2
One Last Job,Unknown,OTJ,22,2
"Marchesa, Dealer of Death",Unknown,OTJ,220,1
"Obeka, Splitter of Seconds",Unknown,OTJ,222,2
Pillage the Bog,Unknown,OTJ,224,3
Rakdos Joins Up,Unknown,OTJ,225,1
"Rakdos, the Muscle",Unknown,OTJ,226,1
Riku of Many Paths,Unknown,OTJ,227,1
"Roxanne, Starfall Savant",Unknown,OTJ,228,1
Outlaw Medic,Unknown,OTJ,23,4
"Satoru, the Infiltrator",Unknown,OTJ,230,2
Seraphic Steed,Unknown,OTJ,232,1
Slick Sequence,Unknown,OTJ,233,2
"Vial Smasher, Gleeful Grenadier",Unknown,OTJ,235,1
Vraska Joins Up,Unknown,OTJ,236,2
"Vraska, the Silencer",Unknown,OTJ,237,2
"Wylie Duke, Atiin Hero",Unknown,OTJ,239,1
Prairie Dog,Unknown,OTJ,24,2
Bandit's Haul,Unknown,OTJ,240,1
Boom Box,Unknown,OTJ,241,2
Gold Pan,Unknown,OTJ,242,2
Lavaspur Boots,Unknown,OTJ,243,4
Luxurious Locomotive,Unknown,OTJ,244,3
Mobile Homestead,Unknown,OTJ,245,1
Oasis Gardener,Unknown,OTJ,246,3
Redrock Sentinel,Unknown,OTJ,247,2
Sterling Hound,Unknown,OTJ,249,4
Prosperity Tycoon,Unknown,OTJ,25,2
Tomb Trawler,Unknown,OTJ,250,1
Abraded Bluffs,Unknown,OTJ,251,4
Arid Archway,Unknown,OTJ,252,2
Bristling Backwoods,Unknown,OTJ,253,4
Conduit Pylons,Unknown,OTJ,254,4
Creosote Heath,Unknown,OTJ,255,4
Eroded Canyon,Unknown,OTJ,256,4
Festering Gulch,Unknown,OTJ,257,3
Forlorn Flats,Unknown,OTJ,258,4
Jagged Barrens,Unknown,OTJ,259,4
Requisition Raid,Unknown,OTJ,26,1
Lonely Arroyo,Unknown,OTJ,260,4
Lush Oasis,Unknown,OTJ,261,4
Mirage Mesa,Unknown,OTJ,262,3
Sandstorm Verge,Unknown,OTJ,263,3
Soured Springs,Unknown,OTJ,264,4
Bucolic Ranch,Unknown,OTJ,265,4
Botanical Sanctum,Unknown,OTJ,267,2
Concealed Courtyard,Unknown,OTJ,268,3
Inspiring Vantage,Unknown,OTJ,269,1
Rustler Rampage,Unknown,OTJ,27,3
Spirebluff Canal,Unknown,OTJ,270,1
Plains,Unknown,OTJ,277,1
Plains,Unknown,OTJ,278,1
Island,Unknown,OTJ,279,1
Shepherd of the Clouds,Unknown,OTJ,28,4
Island,Unknown,OTJ,280,1
Swamp,Unknown,OTJ,281,1
Swamp,Unknown,OTJ,282,1
Mountain,Unknown,OTJ,283,1
Mountain,Unknown,OTJ,284,1
Forest,Unknown,OTJ,285,1
Forest,Unknown,OTJ,286,1
Armored Armadillo,Unknown,OTJ,3,4
Stagecoach Security,Unknown,OTJ,30,4
Steer Clear,Unknown,OTJ,31,3
Sterling Keykeeper,Unknown,OTJ,32,4
Sterling Supplier,Unknown,OTJ,33,2
Take Up the Shield,Unknown,OTJ,34,2
Thunder Lasso,Unknown,OTJ,35,3
Trained Arynx,Unknown,OTJ,36,4
Vengeful Townsfolk,Unknown,OTJ,37,4
Wanted Griffin,Unknown,OTJ,38,3
Archmage's Newt,Unknown,OTJ,39,1
Aven Interrupter,Unknown,OTJ,4,1
Canyon Crab,Unknown,OTJ,40,4
Deepmuck Desperado,Unknown,OTJ,42,1
Djinn of Fool's Fall,Unknown,OTJ,43,1
Double Down,Unknown,OTJ,44,1
Failed Fording,Unknown,OTJ,47,3
"Fblthp, Lost on the Range",Unknown,OTJ,48,1
Fleeting Reflection,Unknown,OTJ,49,1
Bounding Felidar,Unknown,OTJ,5,3
Geyser Drake,Unknown,OTJ,51,4
Harrier Strix,Unknown,OTJ,52,3
Jailbreak Scheme,Unknown,OTJ,53,2
The Key to the Vault,Unknown,OTJ,54,3
Loan Shark,Unknown,OTJ,55,3
Marauding Sphinx,Unknown,OTJ,56,2
Metamorphic Blast,Unknown,OTJ,57,2
Nimble Brigand,Unknown,OTJ,58,2
Bovine Intervention,Unknown,OTJ,6,1
Peerless Ropemaster,Unknown,OTJ,60,4
Phantom Interference,Unknown,OTJ,61,1
Plan the Heist,Unknown,OTJ,62,3
Razzle-Dazzler,Unknown,OTJ,63,4
Seize the Secrets,Unknown,OTJ,64,3
Shackle Slinger,Unknown,OTJ,65,2
Shifting Grift,Unknown,OTJ,66,1
Slickshot Lockpicker,Unknown,OTJ,67,4
Slickshot Vault-Buster,Unknown,OTJ,68,4
Spring Splasher,Unknown,OTJ,69,3
Step Between Worlds,Unknown,OTJ,70,1
Stoic Sphinx,Unknown,OTJ,71,4
Stop Cold,Unknown,OTJ,72,2
Take the Fall,Unknown,OTJ,73,3
This Town Ain't Big Enough,Unknown,OTJ,74,1
Three Steps Ahead,Unknown,OTJ,75,1
Visage Bandit,Unknown,OTJ,76,2
Ambush Gigapede,Unknown,OTJ,77,3
Binding Negotiation,Unknown,OTJ,78,1
Blacksnag Buzzard,Unknown,OTJ,79,1
Claim Jumper,Unknown,OTJ,8,3
Blood Hustler,Unknown,OTJ,80,2
Boneyard Desecrator,Unknown,OTJ,81,4
Caustic Bronco,Unknown,OTJ,82,2
Consuming Ashes,Unknown,OTJ,83,4
Corrupted Conviction,Unknown,OTJ,84,1
Desert's Due,Unknown,OTJ,85,4
Desperate Bloodseeker,Unknown,OTJ,86,4
Fake Your Own Death,Unknown,OTJ,87,3
Forsaken Miner,Unknown,OTJ,88,1
"Gisa, the Hellraiser",Unknown,OTJ,89,4
Dust Animus,Unknown,OTJ,9,1
Hollow Marauder,Unknown,OTJ,90,2
"Kaervek, the Punisher",Unknown,OTJ,92,1
Lively Dirge,Unknown,OTJ,93,1
Neutralize the Guards,Unknown,OTJ,95,4
Nezumi Linkbreaker,Unknown,OTJ,96,3
Overzealous Muscle,Unknown,OTJ,97,4
Pitiless Carnage,Unknown,OTJ,98,1
Rakish Crew,Unknown,OTJ,99,2
Repulse,Unknown,OTP,13,2
Heartless Pillage,Unknown,OTP,14,4
Imp's Mischief,Unknown,OTP,15,1
Murder,Unknown,OTP,16,3
Reanimate,Unknown,OTP,18,2
Surgical Extraction,Unknown,OTP,19,1
Fierce Retribution,Unknown,OTP,2,2
Thoughtseize,Unknown,OTP,20,1
Collective Defiance,Unknown,OTP,21,1
Crackle with Power,Unknown,OTP,22,2
Electrodominance,Unknown,OTP,23,1
Fling,Unknown,OTP,24,4
Indomitable Creativity,Unknown,OTP,25,1
Skewer the Critics,Unknown,OTP,26,1
Skullcrack,Unknown,OTP,27,1
Clear Shot,Unknown,OTP,28,2
Force of Vigor,Unknown,OTP,29,1
Journey to Nowhere,Unknown,OTP,3,2
Primal Command,Unknown,OTP,31,2
Thornado,Unknown,OTP,33,3
Abrupt Decay,Unknown,OTP,34,1
Back for More,Unknown,OTP,36,1
Buried in the Garden,Unknown,OTP,38,4
Decisive Denial,Unknown,OTP,42,4
Hindering Light,Unknown,OTP,46,3
Humiliate,Unknown,OTP,47,1
Hypothesizzle,Unknown,OTP,48,4
Pariah,Unknown,OTP,5,1
Ride Down,Unknown,OTP,52,4
Savage Smash,Unknown,OTP,53,3
Terminal Agony,Unknown,OTP,55,1
Tyrant's Scorn,Unknown,OTP,56,4
Voidslime,Unknown,OTP,60,1
Unlicensed Hearse,Unknown,OTP,64,1
Dust Bowl,Unknown,OTP,65,2
Archive Trap,Unknown,OTP,7,1
Archmage's Charm,Unknown,OTP,8,1
Boundary Lands Ranger,Unknown,PIO,126,1
Heart-Piercer Manticore,Unknown,PIO,140,1
Ordeal of Purphoros,Unknown,PIO,149,1
Purphoros's Emissary,Unknown,PIO,152,1
Voyaging Satyr,Unknown,PIO,199,1
Azorius Charm,Unknown,PIO,205,1
Counterflux,Unknown,PIO,213,1
Dragonlord Silumgar,Unknown,PIO,220,1
Imperious Oligarch,Unknown,PIO,227,1
Lyev Skyknight,Unknown,PIO,231,1
Martial Glory,Unknown,PIO,232,1
Sin Collector,Unknown,PIO,241,1
Zendikar Incarnate,Unknown,PIO,252,1
Darksteel Ingot,Unknown,PIO,254,1
Simic Guildgate,Unknown,PIO,276,1
Archaeomancer,Unknown,PIO,284,1
Sungrace Pegasus,Unknown,PIO,325,1
Aetherling,Unknown,PIO,43,1
Fallaji Archaeologist,Unknown,PIO,55,1
Mizzium Skin,Unknown,PIO,64,1
Cruel Revival,Unknown,PIO,87,1
Borrowed Malevolence,Unknown,SIR,100,1
